2025-09-30 18:13:39 | INFO     | ================================================================================
2025-09-30 18:13:39 | INFO     | ESL INVENTORY SYNCHRONIZATION MIDDLEWARE STARTED
2025-09-30 18:13:39 | INFO     | Version: 1.0.0
2025-09-30 18:13:39 | INFO     | Config: config.json
2025-09-30 18:13:39 | INFO     | Poll Interval: 30 seconds
2025-09-30 18:13:39 | INFO     | ================================================================================
2025-09-30 18:13:39 | INFO     | Starting ESL Middleware...
2025-09-30 18:13:39 | INFO     | Running initial synchronization...
2025-09-30 18:13:39 | INFO     | Starting sync cycle #1
2025-09-30 18:13:39 | INFO     | Found 1 DBF file(s) in RMan_Export
2025-09-30 18:13:39 | INFO     | Processing: AnyConv.com__dummy_pos.dbf
2025-09-30 18:13:39 | INFO     | Detecting changes in AnyConv.com__dummy_pos.dbf
2025-09-30 18:13:39 | INFO     | Reading DBF file: RMan_Export/AnyConv.com__dummy_pos.dbf
2025-09-30 18:13:39 | INFO     | Successfully read 5 records from RMan_Export/AnyConv.com__dummy_pos.dbf
2025-09-30 18:13:39 | INFO     | Change detection complete for AnyConv.com__dummy_pos.dbf:
2025-09-30 18:13:39 | INFO     |   New records: 0
2025-09-30 18:13:39 | INFO     |   Updated records: 0
2025-09-30 18:13:39 | INFO     |   Deleted records: 0
2025-09-30 18:13:39 | INFO     |   Unchanged records: 5
2025-09-30 18:13:39 | INFO     |   Max DOC_NO: 0
2025-09-30 18:13:39 | INFO     | No changes detected in AnyConv.com__dummy_pos.dbf
2025-09-30 18:13:39 | INFO     | ============================================================
2025-09-30 18:13:39 | INFO     | Sync Cycle #1 Complete
2025-09-30 18:13:39 | INFO     |   Duration: 0.00 seconds
2025-09-30 18:13:39 | INFO     |   Files Processed: 1
2025-09-30 18:13:39 | INFO     |   New Records: 0
2025-09-30 18:13:39 | INFO     |   Updated Records: 0
2025-09-30 18:13:39 | INFO     |   Deleted Records: 0
2025-09-30 18:13:39 | INFO     |   CSV Files Created: 0
2025-09-30 18:13:39 | INFO     | ============================================================
2025-09-30 18:13:39 | SUCCESS  | ✅ Middleware started. Syncing every 30 seconds
2025-09-30 18:14:09 | INFO     | Starting sync cycle #2
2025-09-30 18:14:09 | INFO     | Found 1 DBF file(s) in RMan_Export
2025-09-30 18:14:09 | INFO     | Processing: AnyConv.com__dummy_pos.dbf
2025-09-30 18:14:09 | INFO     | Detecting changes in AnyConv.com__dummy_pos.dbf
2025-09-30 18:14:09 | INFO     | Reading DBF file: RMan_Export/AnyConv.com__dummy_pos.dbf
2025-09-30 18:14:09 | INFO     | Successfully read 5 records from RMan_Export/AnyConv.com__dummy_pos.dbf
2025-09-30 18:14:09 | INFO     | Change detection complete for AnyConv.com__dummy_pos.dbf:
2025-09-30 18:14:09 | INFO     |   New records: 0
2025-09-30 18:14:09 | INFO     |   Updated records: 0
2025-09-30 18:14:09 | INFO     |   Deleted records: 0
2025-09-30 18:14:09 | INFO     |   Unchanged records: 5
2025-09-30 18:14:09 | INFO     |   Max DOC_NO: 0
2025-09-30 18:14:09 | INFO     | No changes detected in AnyConv.com__dummy_pos.dbf
2025-09-30 18:14:09 | INFO     | ============================================================
2025-09-30 18:14:09 | INFO     | Sync Cycle #2 Complete
2025-09-30 18:14:09 | INFO     |   Duration: 0.01 seconds
2025-09-30 18:14:09 | INFO     |   Files Processed: 1
2025-09-30 18:14:09 | INFO     |   New Records: 0
2025-09-30 18:14:09 | INFO     |   Updated Records: 0
2025-09-30 18:14:09 | INFO     |   Deleted Records: 0
2025-09-30 18:14:09 | INFO     |   CSV Files Created: 0
2025-09-30 18:14:09 | INFO     | ============================================================
2025-09-30 18:14:39 | INFO     | Starting sync cycle #3
2025-09-30 18:14:39 | INFO     | Found 1 DBF file(s) in RMan_Export
2025-09-30 18:14:39 | INFO     | Processing: AnyConv.com__dummy_pos.dbf
2025-09-30 18:14:39 | INFO     | Detecting changes in AnyConv.com__dummy_pos.dbf
2025-09-30 18:14:39 | INFO     | Reading DBF file: RMan_Export/AnyConv.com__dummy_pos.dbf
2025-09-30 18:14:39 | INFO     | Successfully read 5 records from RMan_Export/AnyConv.com__dummy_pos.dbf
2025-09-30 18:14:39 | INFO     | Change detection complete for AnyConv.com__dummy_pos.dbf:
2025-09-30 18:14:39 | INFO     |   New records: 0
2025-09-30 18:14:39 | INFO     |   Updated records: 0
2025-09-30 18:14:39 | INFO     |   Deleted records: 0
2025-09-30 18:14:39 | INFO     |   Unchanged records: 5
2025-09-30 18:14:39 | INFO     |   Max DOC_NO: 0
2025-09-30 18:14:39 | INFO     | No changes detected in AnyConv.com__dummy_pos.dbf
2025-09-30 18:14:39 | INFO     | ============================================================
2025-09-30 18:14:39 | INFO     | Sync Cycle #3 Complete
2025-09-30 18:14:39 | INFO     |   Duration: 0.00 seconds
2025-09-30 18:14:39 | INFO     |   Files Processed: 1
2025-09-30 18:14:39 | INFO     |   New Records: 0
2025-09-30 18:14:39 | INFO     |   Updated Records: 0
2025-09-30 18:14:39 | INFO     |   Deleted Records: 0
